,Unnamed: 0,tile_count,solar_system_count,total_panel_area,fips,average_household_income,county,education_bachelor,education_college,education_doctoral,education_high_school_graduate,education_less_than_high_school,education_master,education_population,education_professional_school,employed,existing_installs_count,gini_index,heating_fuel_coal_coke,heating_fuel_electricity,heating_fuel_fuel_oil_kerosene,heating_fuel_gas,heating_fuel_housing_unit_count,heating_fuel_none,heating_fuel_other,heating_fuel_solar,kw_median,kw_total,land_area,number_of_panels_median,number_of_panels_total,per_capita_income,population,population_density,poverty_family_below_poverty_level,poverty_family_count,race_asian,race_black_africa,race_indian_alaska,race_islander,race_other,race_two_more,race_white,state,total_area,unemployed,water_area,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,education_less_than_high_school_rate,education_high_school_graduate_rate,education_college_rate,education_bachelor_rate,education_master_rate,education_professional_school_rate,education_doctoral_rate,race_white_rate,race_black_africa_rate,race_indian_alaska_rate,race_asian_rate,race_islander_rate,race_other_rate,race_two_more_rate,employ_rate,poverty_family_below_poverty_level_rate,heating_fuel_gas_rate,heating_fuel_electricity_rate,heating_fuel_fuel_oil_kerosene_rate,heating_fuel_coal_coke_rate,heating_fuel_solar_rate,heating_fuel_other_rate,heating_fuel_none_rate,area_per_area,area_per_population,tile_count_res,tile_count_nonres,solar_system_count_res,solar_system_count_nonres,total_panel_area_res,total_panel_area_nonres,median_household_income,electricity_price_residential,electricity_price_commercial,electricity_price_industrial,electricity_price_transportation,electricity_price_overall,electricity_consume_residential,electricity_consume_commercial,electricity_consume_industrial,electricity_consume_total,household_count,average_household_size,housing_unit_count,housing_unit_occupied_count,housing_unit_median_value,housing_unit_median_gross_rent,lat,lon,elevation,heating_design_temperature,cooling_design_temperature,earth_temperature_amplitude,frost_days,air_temperature,relative_humidity,daily_solar_radiation,atmospheric_pressure,wind_speed,earth_temperature,heating_degree_days,cooling_degree_days,age_18_24_rate,age_25_34_rate,age_more_than_85_rate,age_75_84_rate,age_35_44_rate,age_45_54_rate,age_65_74_rate,age_55_64_rate,age_10_14_rate,age_15_17_rate,age_5_9_rate,household_type_family_rate,dropout_16_19_inschool_rate,occupation_construction_rate,occupation_public_rate,occupation_information_rate,occupation_finance_rate,occupation_education_rate,occupation_administrative_rate,occupation_manufacturing_rate,occupation_wholesale_rate,occupation_retail_rate,occupation_transportation_rate,occupation_arts_rate,occupation_agriculture_rate,occupancy_vacant_rate,occupancy_owner_rate,mortgage_with_rate,transportation_home_rate,transportation_car_alone_rate,transportation_walk_rate,transportation_carpool_rate,transportation_motorcycle_rate,transportation_bicycle_rate,transportation_public_rate,travel_time_less_than_10_rate,travel_time_10_19_rate,travel_time_20_29_rate,travel_time_30_39_rate,travel_time_40_59_rate,travel_time_60_89_rate,health_insurance_public_rate,health_insurance_none_rate,age_median,travel_time_average,fc,ft,voting_2016_dem_percentage,voting_2016_gop_percentage,voting_2016_dem_win,voting_2012_dem_percentage,voting_2012_gop_percentage,voting_2012_dem_win,edu_score,diversity,system_per_household,log_system_per_household,system_per_household_adj1,log_system_per_household_adj1,system_per_household_adj2,log_system_per_household_adj2,incentive_res,incentive_nonres,incentive_res_state,incentive_nonres_state,net_metering,feedin_tariff,cooperate_tax,property_tax,sales_tax,rebate,avg_retail_rate
208,208,26.0,25.0,904.928747046,6037310400,87086.72496030001,Los Angeles County,667,632,33,507,266,258,2429,66,1670,12.0,0.4024,0,169,0,1049,1258,40,0,0,6.5,16016.0,0.5431353,26.0,64064.0,35175.0,3174,5843.847,57,918,427,19,0,0,204,120,2404,ca,0.5431353,152,0.0,10080.980700700002,24688747.1867,0.109510086455,0.208727871552,0.260189378345,0.274598600247,0.106216550021,0.0271716755867,0.013585837793299999,0.757403906742,0.0059861373661,0.0,0.13453056080700002,0.0,0.06427221172019999,0.037807183364800004,0.916575192097,0.062091503267999996,0.8338632750399999,0.134340222576,0.0,0.0,0.0,0.0,0.031796502384700005,845.792832582,0.144732181431,24.0,2.0,23.0,2.0,459.37994386199995,445.548803184,67188.0,16.99,15.73,12.17,8.99,15.42,557,5852,29582,35991,1258,2.51,1327,1258,588700.0,1233.0,34.202,-118.336,591.0,2.35,33.22,22.2,3.0,17.2,0.401,5.41,94.7,4.4,19.8,1208.0,2815.0,0.0551354757404,0.177693761815,0.0176433522369,0.0466288594833,0.11247637050999999,0.165721487083,0.115311909263,0.12980466288599998,0.0239445494644,0.029300567107799998,0.069943289225,0.72972972973,0.858333333333,0.019760479041900002,0.037724550898199996,0.134131736527,0.044910179640699995,0.24371257485,0.097005988024,0.0940119760479,0.025748502994,0.11916167664699999,0.0544910179641,0.0820359281437,0.0,0.051996985681999994,0.553880934439,0.695238095238,0.0349478847333,0.823421213979,0.023911710606999998,0.0815450643777,0.00551808706315,0.0,0.0263641937462,0.0851334180432,0.296060991105,0.262388818297,0.169631512071,0.12833545108,0.0482846251588,0.229993698803,0.155009451796,44.1,25.0,6037,310400,0.714071865319,0.233886938213,True,0.6890000000000001,0.28800000000000003,True,14.1848497324,0.402644716107,0.0182829888712,-4.00178422133,0.018364184064499998,-3.99735302953,0.019077901430799998,-3.95922460691,75,85,15,16,21,9,0,38,0,10,14.72
209,209,14.0,12.0,382.37336564,6037310501,66813.56196410001,Los Angeles County,438,595,45,555,505,194,2395,63,1703,3.0,0.4443,0,405,0,839,1283,39,0,0,11.0,33410.75,0.7589418000000001,44.0,133643.0,25208.0,3474,4577.4259999999995,55,920,457,118,0,0,450,98,2351,ca,0.7589418000000001,264,0.0,16831.468512,51549962.8934,0.21085594989599998,0.231732776618,0.248434237996,0.18288100208799998,0.0810020876827,0.0263048016701,0.018789144050099998,0.6767415083480001,0.0339666090961,0.0,0.13154864709300002,0.0,0.129533678756,0.028209556707,0.8657854600920001,0.0597826086957,0.6539360872950001,0.315666406859,0.0,0.0,0.0,0.0,0.030397505845699998,392.076479554,0.0856543549599,13.0,1.0,11.0,1.0,297.56322913099996,84.8101365092,53281.0,16.99,15.73,12.17,8.99,15.42,557,5852,29582,35991,1283,2.71,1344,1283,445000.0,1252.0,34.196,-118.335,591.0,2.35,33.22,22.2,3.0,17.2,0.401,5.41,94.7,4.4,19.8,1208.0,2815.0,0.0777202072539,0.22394933793900001,0.017846862406400002,0.0210132412205,0.17184801381700002,0.129245826137,0.035118019574,0.0903857225101,0.0667818077145,0.0650546919977,0.0497985031664,0.7170693686669999,1.0,0.0493247210804,0.0123311802701,0.148561362302,0.07927187316499999,0.126247798004,0.14445096887800002,0.11450381679400001,0.0193775689959,0.0675278919554,0.078097475044,0.132706987669,0.0,0.0453869047619,0.14285714285700002,0.739583333333,0.0379901960784,0.75,0.05330882352940001,0.102941176471,0.0104166666667,0.0,0.015318627450999999,0.0885350318471,0.210828025478,0.245222929936,0.178343949045,0.18853503184700002,0.08407643312100001,0.219343696028,0.19948186528499998,32.5,28.0,6037,310501,0.714071865319,0.233886938213,True,0.6890000000000001,0.28800000000000003,True,13.276826722300001,0.505987400772,0.008573655494930001,-4.75906109182,0.00865485068818,-4.7496353420099995,0.00935307872175,-4.67204971483,75,85,15,16,21,9,0,38,0,10,14.72
210,210,13.0,8.0,679.850703883,6037310601,63839.9915541,Los Angeles County,1091,1488,13,565,631,369,4220,63,3116,3.0,0.3915,0,793,0,1524,2368,51,0,0,6.25,9860.25,0.39679990000000004,25.0,39441.0,24433.0,6502,16386.09,169,1476,1574,72,28,0,1273,107,3448,ca,0.39679990000000004,275,0.0,9596.44729004,15065266.0204,0.149526066351,0.133886255924,0.352606635071,0.258530805687,0.0874407582938,0.0149289099526,0.00308056872038,0.5302983697320001,0.0110735158413,0.004306367271609999,0.242079360197,0.0,0.195785912027,0.0164564749308,0.9189029784720001,0.114498644986,0.643581081081,0.334881756757,0.0,0.0,0.0,0.0,0.021537162162200002,277.882834445,0.0169584560011,7.0,6.0,7.0,1.0,110.263880919,569.586822963,50842.0,16.99,15.73,12.17,8.99,15.42,557,5852,29582,35991,2368,2.72,2395,2368,413000.0,1298.0,34.192,-118.32799999999999,591.0,2.35,33.22,22.2,3.0,17.2,0.401,5.41,94.7,4.4,19.8,1208.0,2815.0,0.111042756075,0.184558597355,0.012611504152600001,0.033835742848400005,0.16887111658,0.148415872039,0.0436788680406,0.05705936634880001,0.0376807136266,0.062134727776100004,0.0544447862196,0.623310810811,0.97609561753,0.00962772785623,0.026315789473700002,0.130295250321,0.0555198973042,0.230744544288,0.162387676508,0.09884467265730001,0.00770218228498,0.0699614890886,0.032092426187400006,0.11777920410800001,0.004172015404360001,0.0112734864301,0.222129436326,0.8120300751880001,0.0452503209243,0.771822849807,0.035622593068,0.113286264442,0.0,0.00385109114249,0.0256739409499,0.101512605042,0.327394957983,0.25781512605,0.181512605042,0.0689075630252,0.0487394957983,0.333949761134,0.13869625520099998,33.3,23.0,6037,310601,0.714071865319,0.233886938213,True,0.6890000000000001,0.28800000000000003,True,13.8279620853,0.621437115958,0.00295608108108,-5.82389084695,0.0030372762743300003,-5.79679412757,0.0033783783783800005,-5.690359454319999,75,85,15,16,21,9,0,38,0,10,14.72
211,211,20.0,15.0,755.398708743,6037310602,93212.59469700001,Los Angeles County,452,671,43,233,59,169,1719,92,1184,8.0,0.3927,6,279,0,751,1056,20,0,0,7.75,8461.75,0.34400390000000003,31.0,33847.0,39742.0,2519,7322.590999999999,32,666,418,33,0,0,242,128,1698,ca,0.34400390000000003,149,0.0,11576.284472700001,12837840.8809,0.0343222803956,0.135543920884,0.390343222804,0.262943571844,0.0983129726585,0.0535194880745,0.0250145433392,0.674077014688,0.013100436681200001,0.0,0.165938864629,0.0,0.09606986899560001,0.050813815006,0.888222055514,0.048048048048,0.7111742424240001,0.264204545455,0.0,0.00568181818182,0.0,0.0,0.0189393939394,744.8379806260001,0.10171781270500001,14.0,6.0,11.0,4.0,256.227170203,499.17153853900004,77800.0,16.99,15.73,12.17,8.99,15.42,557,5852,29582,35991,1056,2.39,1145,1056,607200.0,1414.0,34.192,-118.318,591.0,2.35,33.22,22.2,3.0,17.2,0.401,5.41,94.7,4.4,19.8,1208.0,2815.0,0.100039698293,0.13973799126599998,0.019452163557,0.054783644303299996,0.151250496229,0.13457721318,0.0647082175466,0.117903930131,0.0357284636761,0.0369194124653,0.0539896784438,0.630681818182,1.0,0.049831081081099994,0.0337837837838,0.056587837837800005,0.0684121621622,0.18918918918900002,0.21283783783799998,0.14780405405400002,0.026182432432400003,0.06503378378380001,0.023648648648599998,0.05996621621619999,0.00929054054054,0.0777292576419,0.40786026200900005,0.7665952890790001,0.0548986486486,0.8403716216220001,0.0202702702703,0.06672297297299999,0.0,0.0,0.017736486486500003,0.103663985702,0.213583556747,0.229669347632,0.117962466488,0.222520107239,0.07864164432529999,0.216752679635,0.12266772528799999,38.2,30.0,6037,310602,0.714071865319,0.233886938213,True,0.6890000000000001,0.28800000000000003,True,14.9918557301,0.5061013865089999,0.0104166666667,-4.56434819147,0.010497861859899999,-4.556583674940001,0.0113636363636,-4.47733681448,75,85,15,16,21,9,0,38,0,10,14.72
212,212,29.0,6.0,3049.27560167,6037310701,52178.9428076,Los Angeles County,445,617,0,476,295,148,1995,14,1327,2.0,0.519,0,552,0,538,1154,64,0,0,11.5,9043.0,0.1989739,46.0,36172.0,25314.0,2488,12504.15,45,539,121,44,6,8,181,113,2015,ca,0.1989739,77,0.0,16636.1484314,13774939.4761,0.147869674185,0.238596491228,0.309273182957,0.22305764410999998,0.0741854636591,0.007017543859649999,0.0,0.809887459807,0.0176848874598,0.0024115755627,0.0486334405145,0.0032154340836,0.0727491961415,0.04541800643090001,0.945156695157,0.0834879406308,0.466204506066,0.47833622183700003,0.0,0.0,0.0,0.0,0.0554592720971,368.586944455,0.029477163113799998,3.0,26.0,3.0,3.0,73.33918182720001,2975.93641985,25924.0,16.99,15.73,12.17,8.99,15.42,557,5852,29582,35991,1154,2.15,1162,1154,361000.0,1024.0,34.185,-118.31299999999999,591.0,2.35,33.22,22.2,3.0,17.2,0.401,5.41,94.7,4.4,19.8,1208.0,2815.0,0.0434083601286,0.261254019293,0.04622186495180001,0.100884244373,0.137459807074,0.08400321543410001,0.0936495176849,0.0783762057878,0.0357717041801,0.058279742765300006,0.019694533762099998,0.467071057192,1.0,0.039939713639800006,0.0489826676714,0.07083647324789999,0.131122833459,0.0919366993218,0.21627731725699997,0.035418236623999996,0.00979653353429,0.11152976639,0.07837226827430001,0.11228334589299999,0.0,0.006884681583479999,0.138554216867,0.9006211180120001,0.08755020080319999,0.774297188755,0.085140562249,0.0329317269076,0.0,0.0,0.0200803212851,0.142605633803,0.270246478873,0.15228873239399998,0.12059859154899999,0.08890845070419999,0.21478873239399998,0.334807073955,0.175241157556,36.9,29.0,6037,310701,0.714071865319,0.233886938213,True,0.6890000000000001,0.28800000000000003,True,13.4275689223,0.334032940106,0.0025996533795500003,-5.9523771584,0.00268084857279,-5.92162190294,0.00346620450607,-5.66469508595,75,85,15,16,21,9,0,38,0,10,14.72
213,213,16.0,5.0,646.060022084,6037310702,60967.35854419999,Los Angeles County,1507,1851,78,1002,707,490,5710,75,3960,6.0,0.4848,0,1798,0,1603,3517,116,0,0,21.75,19534.25,0.4062884,87.0,78137.0,30208.0,7454,18346.57,120,1652,797,73,45,0,728,285,5526,ca,0.4062884,216,0.0,33311.938281200004,29646853.9416,0.12381786339800001,0.175481611208,0.324168126095,0.263922942207,0.0858143607706,0.0131348511384,0.013660245183899999,0.741346927824,0.00979339951704,0.00603702709954,0.106922457741,0.0,0.0976656828548,0.0382345049638,0.948275862069,0.0726392251816,0.455786181405,0.511231162923,0.0,0.0,0.0,0.0,0.0329826556724,136.634177979,0.007447394896239999,3.0,13.0,3.0,2.0,55.5128815565,590.547140528,41106.0,16.99,15.73,12.17,8.99,15.42,557,5852,29582,35991,3517,2.12,3784,3517,338200.0,1401.0,34.181,-118.307,591.0,2.35,33.22,22.2,3.0,17.2,0.401,5.41,94.7,4.4,19.8,1208.0,2815.0,0.0782130399785,0.250201234237,0.033404883284100004,0.08921384491550001,0.128387442984,0.10115374295700001,0.0743225114033,0.0893480010732,0.048564529111900005,0.0237456399249,0.0466863429031,0.469718510094,1.0,0.0497474747475,0.0191919191919,0.179292929293,0.0805555555556,0.12525252525299999,0.177272727273,0.08232323232319999,0.0169191919192,0.084595959596,0.017676767676799997,0.131818181818,0.0,0.0705602536998,0.114429175476,0.794457274827,0.0573835219795,0.811792576994,0.0252698078442,0.0347459857857,0.00842326928139,0.013424585417200001,0.0292182153198,0.0781904495951,0.259983244904,0.15666015079600001,0.28734990226199997,0.126500977381,0.08684724937169999,0.339683391468,0.13697343708100002,35.8,28.0,6037,310702,0.714071865319,0.233886938213,True,0.6890000000000001,0.28800000000000003,True,13.964798599000002,0.427839501289,0.000852999715667,-7.06675134381,0.0009341949089109999,-6.97582545959,0.00113733295422,-6.77906927135,75,85,15,16,21,9,0,38,0,10,14.72
214,214,4.0,4.0,76.2340111085,6037310703,59119.2555831,Los Angeles County,902,1067,61,1096,523,146,3814,19,2375,3.0,0.47100000000000003,0,674,0,1297,2015,44,0,0,10.5,17708.75,0.3856574,42.0,70835.0,23372.0,5305,13755.73,322,1172,630,283,0,0,181,372,3839,ca,0.3856574,501,0.0,15370.9820557,27294758.2575,0.137126376508,0.28736234924000004,0.279758783429,0.236497115889,0.0382800209754,0.00498164656529,0.0159937073938,0.7236569274269999,0.05334590009430001,0.0,0.118755890669,0.0,0.0341187558907,0.0701225259189,0.8257997218359999,0.274744027304,0.643672456576,0.334491315136,0.0,0.0,0.0,0.0,0.021836228287800002,197.672885593,0.0143702188706,4.0,0.0,4.0,0.0,76.2340111085,0.0,47764.0,16.99,15.73,12.17,8.99,15.42,557,5852,29582,35991,2015,2.63,2121,2015,362500.0,1371.0,34.176,-118.3,591.0,2.35,33.22,22.2,3.0,17.2,0.401,5.41,94.7,4.4,19.8,1208.0,2815.0,0.101225259189,0.231856738926,0.00942507068803,0.08539114043360001,0.14137606032,0.148162111216,0.0337417530631,0.06899151743639999,0.0365692742696,0.0169651272385,0.07973609802069999,0.581637717122,0.799043062201,0.0833684210526,0.026947368421099994,0.0804210526316,0.0787368421053,0.18526315789500003,0.164210526316,0.06484210526319999,0.0197894736842,0.0976842105263,0.029894736842099996,0.109894736842,0.0,0.049976426213999996,0.06789250353609999,0.8125,0.0705933304461,0.810307492421,0.0116933737549,0.0827197921178,0.0,0.0082286704201,0.0164573408402,0.074091332712,0.326654240447,0.09645852749299999,0.273066169618,0.15890027959,0.07082945013980001,0.37775683317599995,0.262959472196,34.4,27.0,6037,310703,0.714071865319,0.233886938213,True,0.6890000000000001,0.28800000000000003,True,13.3754588359,0.453290646617,0.00198511166253,-6.22208011326,0.00206630685578,-6.1819923928,0.00248138957816,-5.998936561950001,75,85,15,16,21,9,0,38,0,10,14.72
215,215,42.0,36.0,835.423970293,6037572900,57073.07996830001,Los Angeles County,212,887,0,714,1212,55,3121,41,2202,1.0,0.4729,0,165,0,865,1263,233,0,0,5.5,5762.0,0.26940240000000004,22.0,23048.0,14449.0,5508,20445.25,324,1160,986,693,186,0,448,210,2985,ca,0.29813270000000003,291,0.02873025,8094.66413574,8591235.77535,0.388337071451,0.228772829221,0.284203780839,0.0679269464915,0.0176225568728,0.013136815123399998,0.0,0.541938997821,0.125816993464,0.0337690631808,0.17901234567899998,0.0,0.081336238199,0.0381263616558,0.883273164862,0.279310344828,0.6848772763259999,0.130641330166,0.0,0.0,0.0,0.0,0.184481393508,2802.18832182,0.151674649654,42.0,0.0,36.0,0.0,835.423970293,0.0,36206.0,16.99,15.73,12.17,8.99,15.42,557,5852,29582,35991,1263,4.35,1299,1263,320000.0,1054.0,33.794000000000004,-118.211,246.0,7.39,28.26,13.18,0.0,17.6,0.515,5.2,98.6,4.6,19.5,767.0,2841.0,0.108024691358,0.139615105301,0.00853304284677,0.019244734931000002,0.131082062455,0.127269426289,0.0392156862745,0.10167029774900001,0.078431372549,0.0555555555556,0.0980392156863,0.918448139351,0.801801801802,0.09627611262489999,0.049954586739300005,0.0140781108084,0.025885558583100002,0.24250681198899998,0.0840145322434,0.149409627611,0.011807447774799999,0.0722070844687,0.0785649409628,0.0821980018165,0.007720254314259999,0.027713625866099996,0.343341031563,0.825112107623,0.0196445275959,0.678203928906,0.057530402245100004,0.129560336763,0.0,0.00374181478017,0.05659494855,0.0791984732824,0.36784351145000005,0.176526717557,0.159828244275,0.116889312977,0.0591603053435,0.501997095134,0.208968772694,29.7,27.0,6037,572900,0.714071865319,0.233886938213,True,0.6890000000000001,0.28800000000000003,True,11.5107337392,0.649217234165,0.0285035629454,-3.55772618389,0.028584758138599998,-3.5548816354300006,0.029295328582700002,-3.5303272097099994,75,85,15,16,21,9,0,38,0,10,14.72
216,216,57.0,35.0,2591.25809008,6037310800,84048.22588710001,Los Angeles County,1061,1197,61,577,590,294,3820,40,2497,15.0,0.4479,8,496,12,1458,2001,27,0,0,6.25,26009.75,0.8248907,25.0,104039.0,32084.0,5446,6602.0869999999995,82,1303,583,93,71,0,538,430,3731,ca,0.8281803,245,0.0032895909999999997,9460.88764648,39652979.6009,0.15445026178,0.151047120419,0.31335078534,0.277748691099,0.0769633507853,0.0104712041885,0.015968586387399997,0.685089974293,0.0170767535806,0.0130370914433,0.10705104664,0.0,0.0987881013588,0.07895703268450001,0.910649161196,0.062931696086,0.728635682159,0.247876061969,0.00599700149925,0.0039980009995,0.0,0.0,0.0134932533733,741.596948801,0.112775612107,35.0,22.0,30.0,5.0,614.175983537,1977.08210654,66918.0,16.99,15.73,12.17,8.99,15.42,557,5852,29582,35991,2001,2.69,2033,2001,578000.0,1209.0,34.175,-118.323,591.0,2.35,33.22,22.2,3.0,17.2,0.401,5.41,94.7,4.4,19.8,1208.0,2815.0,0.0708777084098,0.10301138450200001,0.0132207124495,0.0512302607418,0.159199412413,0.154792508263,0.10264414248999999,0.11733382298900001,0.0376423062798,0.0422328314359,0.0622475211164,0.651174412794,1.0,0.027633159791799998,0.0240288346015,0.138966760112,0.0672807368843,0.270724869844,0.10893071685999998,0.0548658390068,0.0160192230677,0.102523027633,0.024829795754900002,0.10412494993999999,0.005206247497,0.0157402852927,0.49335956714199997,0.754735792622,0.0647511129098,0.766491299069,0.028733306353700003,0.091460946985,0.0036422501011700004,0.00890327802509,0.0327802509106,0.129381220251,0.248810038944,0.282561661618,0.144526179143,0.130679359585,0.0484638684552,0.282339915113,0.151319431629,40.5,25.0,6037,310800,0.714071865319,0.233886938213,True,0.6890000000000001,0.28800000000000003,True,13.819633507799999,0.5027369172899999,0.0149925037481,-4.20020495292,0.0150736989414,-4.19480384581,0.015492253873100001,-4.1674151301,75,85,15,16,21,9,0,38,0,10,14.72
217,217,54.0,24.0,5880.20118205,6037433101,60755.79598150001,Los Angeles County,191,331,0,449,821,47,1842,3,1044,14.0,0.467,0,119,0,332,647,196,0,0,11.25,28748.75,0.5760755999999999,45.0,114995.0,17506.0,2497,4334.5,52,535,1252,4,14,0,133,49,1045,ca,0.6034163,36,0.02734067,16764.298278799997,43518655.0878,0.44571118349600003,0.243756786102,0.17969598262800002,0.10369163952199999,0.0255157437568,0.0016286644951099998,0.0,0.41850220264300003,0.0016019223067699998,0.0056067280736899995,0.5014016820180001,0.0,0.0532639167,0.0196235482579,0.9666666666670001,0.0971962616822,0.51313755796,0.183925811437,0.0,0.0,0.0,0.0,0.302936630603,654.1126470969999,0.158070578011,17.0,37.0,15.0,9.0,394.702233294,5485.49894876,43563.0,16.99,15.73,12.17,8.99,15.42,557,5852,29582,35991,647,3.83,696,647,388300.0,794.0,34.068000000000005,-118.06,591.0,2.35,33.22,22.2,3.0,17.2,0.401,5.41,94.7,4.4,19.8,1208.0,2815.0,0.07008410092110001,0.184221065278,0.021225470564700002,0.0596716059271,0.117741289547,0.126151381658,0.0708850620745,0.157789347217,0.0656788145775,0.014417300760899998,0.057268722467,0.8268933539409999,1.0,0.06704980842910001,0.0181992337165,0.0028735632183899996,0.02969348659,0.066091954023,0.0651340996169,0.20785440612999997,0.0852490421456,0.162835249042,0.0545977011494,0.175287356322,0.00478927203065,0.07040229885060001,0.566091954023,0.560913705584,0.00866217516843,0.706448508181,0.025024061597700004,0.21174205967300003,0.0,0.010587102983600001,0.0327237728585,0.0902912621359,0.141747572816,0.201941747573,0.133980582524,0.307766990291,0.09417475728160002,0.395274329195,0.2663195835,39.2,34.0,6037,433101,0.714071865319,0.233886938213,True,0.6890000000000001,0.28800000000000003,True,11.1590662324,0.570196129629,0.023183925811400004,-3.7642960933999996,0.0232651210047,-3.76079999255,0.024729520865500003,-3.6997575722600002,75,85,15,16,21,9,0,38,0,10,14.72
218,218,1.0,1.0,25.3029176891,6037573002,38032.833020599996,Los Angeles County,106,602,0,487,785,33,2013,0,1480,1.0,0.4482,0,218,0,752,1066,96,0,0,8.25,5521.0,0.12529210000000002,33.0,22084.0,11732.0,3742,29866.21,310,749,110,411,0,122,495,112,2492,ca,0.12529210000000002,182,0.0,12150.243652299998,8280264.00095,0.38996522603100003,0.241927471436,0.299056135122,0.0526577247889,0.016393442623,0.0,0.0,0.6659540352750001,0.109834313201,0.0,0.0293960448958,0.0326028861571,0.132282202031,0.0299305184393,0.890493381468,0.41388518024000004,0.705440900563,0.20450281425900002,0.0,0.0,0.0,0.0,0.09005628517819998,201.95142143099997,0.006761870039840001,1.0,0.0,1.0,0.0,25.3029176891,0.0,25516.0,16.99,15.73,12.17,8.99,15.42,557,5852,29582,35991,1066,3.51,1200,1066,540300.0,989.0,33.793,-118.19200000000001,246.0,7.39,28.26,13.18,0.0,17.6,0.515,5.2,98.6,4.6,19.5,767.0,2841.0,0.139230358097,0.12907536077,0.0,0.0117584179583,0.189738107964,0.130946018172,0.0221806520577,0.05424906467130001,0.129609834313,0.0505077498664,0.0684126135756,0.702626641651,0.9350649350650001,0.0797297297297,0.0297297297297,0.031081081081099998,0.07837837837839999,0.137162162162,0.0831081081081,0.202702702703,0.00405405405405,0.120945945946,0.05608108108109999,0.0844594594595,0.0,0.111666666667,0.04333333333330001,0.846153846154,0.013937282230000002,0.696864111498,0.036933797909400004,0.0641114982578,0.0,0.0,0.140766550523,0.00565371024735,0.27703180211999995,0.220494699647,0.225441696113,0.125088339223,0.09540636042400001,0.47594869054,0.303046499198,27.3,32.0,6037,573002,0.714071865319,0.233886938213,True,0.6890000000000001,0.28800000000000003,True,11.347242921,0.524120153994,0.0009380863039400001,-6.9716686047300005,0.00101928149718,-6.8886573144300005,0.0018761726078800002,-6.278521424169999,75,85,15,16,21,9,0,38,0,10,14.72
219,219,23.0,19.0,484.35495946300006,6037573003,71981.322314,Los Angeles County,132,290,19,335,344,72,1220,28,966,5.0,0.4497,0,84,0,429,605,92,0,0,5.25,2761.0,0.1548861,21.0,11044.0,22668.0,2016,13016.02,83,365,242,296,132,0,145,190,1011,ca,0.173017,79,0.01813097,7522.46928711,4096755.4324199995,0.281967213115,0.274590163934,0.237704918033,0.10819672131100001,0.0590163934426,0.022950819672099998,0.015573770491799999,0.501488095238,0.14682539682499998,0.0654761904762,0.12003968254000001,0.0,0.0719246031746,0.09424603174599999,0.924401913876,0.22739726027399998,0.7090909090909999,0.138842975207,0.0,0.0,0.0,0.0,0.152066115702,2799.46455818,0.24025543624200002,23.0,0.0,19.0,0.0,484.35495946300006,0.0,55434.0,16.99,15.73,12.17,8.99,15.42,557,5852,29582,35991,605,3.33,660,605,341800.0,967.0,33.794000000000004,-118.20200000000001,246.0,7.39,28.26,13.18,0.0,17.6,0.515,5.2,98.6,4.6,19.5,767.0,2841.0,0.0992063492063,0.145833333333,0.0014880952380999998,0.018849206349200003,0.16567460317500002,0.106150793651,0.0500992063492,0.117063492063,0.0679563492063,0.0347222222222,0.06299603174599999,0.603305785124,0.902777777778,0.026915113871599998,0.0186335403727,0.0155279503106,0.047619047619,0.164596273292,0.167701863354,0.09316770186339998,0.121118012422,0.07556935817810001,0.0683229813665,0.0828157349896,0.0,0.08333333333330001,0.516666666667,0.7859237536660001,0.035714285714300006,0.8149350649349999,0.0,0.09415584415580001,0.014069264069299998,0.0,0.0411255411255,0.0628507295174,0.375982042649,0.163860830527,0.145903479237,0.16722783389499998,0.07295173961839999,0.34474206349200004,0.15327380952400002,32.5,26.0,6037,573003,0.714071865319,0.233886938213,True,0.6890000000000001,0.28800000000000003,True,12.481147540999999,0.694199873236,0.0314049586777,-3.4607894788599998,0.0314861538709,-3.45820738944,0.0330578512397,-3.40949618448,75,85,15,16,21,9,0,38,0,10,14.72
